centrality_value,avg_distance,variance
0.3554211408553385,,
0.3554606892186249,3.0,0.0
0.35550024638412886,1.0,0.0
0.35552002826863077,3.0,0.0
0.35555959864297204,,
0.3555991778268806,,
0.3556189707233421,,
0.35563876582329884,,
0.3556585631271189,,
0.35567836263517033,2.3333333333333335,0.8888888888888888
0.3556981643478212,3.0,0.0
0.35573777438839443,3.0,0.0
0.35579720599295894,,
0.355856657458815,,
0.35587647902944153,3.0,0.0
0.3559161287959202,2.3333333333333335,0.8888888888888888
0.3559557873984937,,
0.35599545484011613,,
0.35601529187649417,3.0,0.0
0.3560351311237428,,
0.3560946621344089,,
0.35611451022883694,1.0,0.0
0.35613436053598463,3.0,0.0
0.35619392473744577,,
0.3562137838991728,1.0,0.0
0.35625350886670926,,
0.35629324269549206,3.0,0.0
0.35633298538848657,,
0.3563528600599902,1.5,0.25
0.35641249737897823,,
0.3564721546624764,,
0.3565119372811542,,
0.35653183192051136,2.4,0.24000000000000005
0.3565517287803764,2.3333333333333335,0.8888888888888888
0.3565716278611209,3.0,0.0
0.3565915291631168,1.8,0.9600000000000002
0.3566114326867361,2.1818181818181817,0.87603305785124
0.3566512464003329,,
0.35667115659105475,,
0.3567109836422067,1.0,0.0
0.3567309005033816,,
0.35675081958878574,,
0.35679066443377244,,
0.3568105901941005,2.393939393939394,0.7539026629935722
0.3568504483922902,,
0.35687038083089784,3.0,0.0
0.35689031549634476,,
0.35691025238900415,3.0,0.0
0.3570299205373324,3.0,0.0
0.3570698277547401,1.0,0.0
0.35708978470911934,3.0,0.0
0.35712970531109917,2.6666666666666665,0.5555555555555555
0.35714966895944794,,
0.3571896029527346,3.0,0.0
0.357229545877303,3.0,0.0
0.35726949773614963,3.0,0.0
0.3573094585322725,,
0.35732944228274965,,
0.35736941649041076,,
0.3574293945742973,1.0,0.0
0.3574493917430661,,
0.3575093966770502,,
0.35752940279885637,,
0.35758943460097187,,
0.3576094496818294,3.0,0.0
0.35764948656603024,3.0,0.0
0.3576695083701262,2.5238095238095237,0.5351473922902493
0.35770955870419147,2.3333333333333335,0.8888888888888888
0.35774961800859867,2.6666666666666665,0.22222222222222224
0.35776965102562236,,
0.3577896862863619,1.0,0.0
0.3578097237911942,,
0.35786984977401914,1.0,0.0
0.35797010466245877,1.0,0.0
0.35799016238110404,1.8,0.8145454545454545
0.35803028456237396,,
0.35809048469989707,,
0.35815070508523816,3.0,0.0
0.35817078304829936,2.5,0.5833333333333334
0.3582109457286143,2.3333333333333335,0.8888888888888888
0.3582712066402492,1.0,0.0
0.3582912981166198,,
0.3583113918465349,,
0.3583515860685156,1.0,0.0
0.35843200157170063,,
0.3584521110870491,,
0.35847222285897795,,
0.35849233688786686,2.3333333333333335,0.8888888888888888
0.3585929409000148,1.0,0.0
0.3586130684786464,,
0.35863319831689944,,
0.3586533304151546,2.0,1.0
0.3586734647737924,3.0,0.0
0.35869360139319356,1.0,0.0
0.35873388141580936,,
0.35875402481978574,3.0,0.0
0.35877417048604915,,
0.35879431841498083,2.4,0.8400000000000001
0.35885477578159763,,
0.35887493276501514,2.3333333333333335,0.8888888888888888
0.35897575165836404,1.0,0.0
0.3590160950784201,,
0.35903627018912976,1.0,0.0
0.3590968091285726,,
0.35911699331209956,,
0.35917755947917496,2.3333333333333335,0.8888888888888888
0.35921794827479836,,
0.3592381460790309,1.6727272727272726,0.8747107438016528
0.3592583461547213,,
0.35927854850225294,1.0,0.0
0.35935938061845796,3.0,0.0
0.35937959433094635,,
0.35946047192615976,3.0,0.0
0.3594806970131978,,
0.35950092437629777,3.0,0.0
0.3595616201258126,1.0,0.0
0.3596020953461791,,
0.35962233637372304,,
0.3596425796800205,,
0.3597235757004428,,
0.3597640873931845,2.0,1.0
0.3597843466615364,3.0,0.0
0.35980460821172294,2.0,1.0
0.3598248720441295,3.0,0.0
0.3598451381591419,,
0.35986540655714566,1.0,0.0
0.3598856772385267,,
0.359926225452964,,
0.35996678280554195,2.6666666666666665,0.22222222222222224
0.35998706490959903,1.0,0.0
0.3600276359751811,,
0.36004792493747895,,
0.36006821618663004,3.0,0.0
0.3601291036590702,3.0,0.0
0.3601697067487211,,
0.3601900117271149,,
0.3602103189950704,,
0.36029157097025677,,
0.36033221070529375,3.0,0.0
0.3603931875008779,,
0.3604338501644795,2.0,1.0
0.36045418493740844,2.142857142857143,0.7891156462585035
0.360494861367464,,
0.3605152030253676,2.3333333333333335,0.8888888888888888
0.3605355469790398,3.0,0.0
0.3607187459358381,,
