centrality_value,avg_similarity,std_similarity
0.0001556420233463035,0.0,0.0
0.000933852140077821,0.8333333333333335,0.0
0.0009961089494163425,,
0.001106787721573714,0.857142857142857,0.0
0.001245136186770428,0.8749999999999999,1.1102230246251565e-16
0.2596752734521039,0.6666666666666666,1.1102230246251565e-16
0.2605011183240465,,
0.2623085941624816,0.75,0.0
0.26231936393560373,0.7999999999999998,0.0
0.2623301345931252,,
0.2639012981419068,0.75,0.0
0.26426150589467523,,
0.2642724366320137,0.75,0.0
0.2642833682736531,0.7999999999999998,0.0
0.2644036760476562,,
0.2676154154316647,,
0.268143300793871,,
0.27265183408080756,,
0.27624742424833815,0.8333333333333336,1.1102230246251565e-16
0.2859531140856449,0.4999999999999999,0.0
0.28857499674867043,,
0.2885880314384373,0.9230769230769232,0.0
0.2886010673057893,,
0.28942470795087494,,
0.28943781951687797,,
0.28945093227089946,,
0.29098011695657716,0.9999999999999998,0.0
0.2909933698312791,,
0.291844072173194,0.7999999999999998,0.0
0.2918574038653129,,
0.2920174792273671,,
0.2923782915987353,,
0.2923916721438636,,
0.2956798606079028,,
0.29654446173198257,,
0.2969717592272736,0.6666666666666667,0.0
0.2988889608914467,0.7999999999999998,0.0
0.29932304652216274,0.9166666666666669,0.0
0.30015270262217253,0.8888888888888888,0.0
0.301954271374619,,
0.30294217297371095,,
0.30396548018533537,,
0.30437094126128167,0.8749999999999998,0.0
0.30579861331620944,0.9090909090909091,0.0
0.30657631612358754,0.49999999999999983,5.551115123125783e-17
0.30792088428433007,0.8749999999999997,1.1102230246251565e-16
0.3079505676972846,0.8999999999999998,0.0
0.30820310796022976,,
0.3099073742731647,,
0.31109949983033375,0.9333333333333332,0.0
0.311144951203641,,
0.31328088790897146,,
0.314421773032262,,
0.31471604492466204,,
0.3161644115209602,0.8333333333333335,0.0
0.31618005780252206,0.8571428571428571,1.1102230246251565e-16
0.3161957056327607,0.8749999999999999,1.1102230246251565e-16
0.31627396802215557,,
0.3162896251492853,,
0.3169171839293434,0.6666666666666666,1.1102230246251565e-16
0.3175156757785292,,
0.31754723797294054,,
0.31863998942773747,0.9444444444444444,2.220446049250313e-16
0.318767171981019,,
0.31891037376537706,,
0.31892629301729963,0.5999999999999999,0.28284271247461895
0.31894221385860444,,
0.31914932953771735,,
0.31916527265538835,,
0.3192769190952758,0.9473684210526311,3.3306690738754696e-16
0.31929287496329656,,
0.3193088324261864,,
0.3194684948255195,0.9166666666666667,1.1102230246251565e-16
0.3197722936944727,,
0.31991640018104067,,
0.32030131989850924,,
0.3203495000007804,,
0.32054236544328535,,
0.3205906180950155,0.8749999999999998,0.0
0.3206710714723732,,
0.32071936288417063,,
0.3208643244282625,,
0.3209449152567219,,
0.32105781045304344,0.9230769230769232,0.0
0.32117078510106895,0.888888888888889,1.1102230246251565e-16
0.3213808062382074,0.9999999999999997,1.1102230246251565e-16
0.3217044525687595,,
0.3222073946248204,,
0.3222724049440385,,
0.32228866162306113,0.2962962962962963,0.41902624070313926
0.32230491994226723,0.8999999999999998,0.0
0.3225652763172395,0.9090909090909091,0.0
0.3226793145462406,0.9166666666666667,1.1102230246251565e-16
0.32272821276029523,,
0.3232016606644862,0.4999999999999999,0.0
0.32325071732939864,0.6666666666666667,0.0
0.32354537033552255,0.8333333333333335,0.0
0.3237421042825216,,
0.32379132515789394,1.0,0.0
0.32423498746590024,0.7999999999999998,0.0
0.32466336846463556,0.4999999999999999,0.0
0.32467986726372416,0.31111111111111106,0.25724082006200505
0.32471286989304554,0.7999999999999998,0.0
0.32476238641872435,0.8124999999999999,0.062499999999999944
0.3247788952834264,0.8888888888888888,0.0
0.3248119180485798,,
0.32486146478952377,0.0,0.0
0.3249606036323465,,
0.324977132655929,,
0.3250101957480702,,
0.32502672981714215,,
0.3251094254027867,,
0.3252583835470938,,
0.32530806659957046,,
0.32534119706770365,0.6666666666666666,1.1102230246251565e-16
0.3254406289738979,0.5333333333333334,0.4354648431614539
0.32545720686748325,,
0.3255235353347717,0.9411764705882353,0.0
0.32558989084317197,0.9523809523809523,0.0
0.3260384990822395,,
0.32612171037800847,,
0.32630492482204104,,
0.32632159088899143,,
0.32633825865847194,,
0.3263549281307434,,
0.3263882721847032,0.0,0.0
0.32643830104310056,0.9230769230769232,0.0
0.32658847968182614,,
0.3266218714797589,0.9583333333333335,0.0
0.32675550698182193,0.75,0.0
0.3270565870496833,,
0.32710682101246996,,
0.32715707040890796,0.857142857142857,0.0
0.3273414503543173,0.8888888888888888,0.0
0.3273749963115169,0.9090909090909092,1.1102230246251565e-16
0.3274756754492857,0.75,0.0
0.3275092489243164,0.8749999999999998,0.0
0.32752603824348,,
0.32755962204642725,,
0.3276604147913003,,
0.3276772196130662,0.8333333333333335,0.0
0.3277276444224449,0.9090909090909091,0.0
0.32777808475351755,0.4749999999999999,0.4749999999999999
0.32784536268552766,,
0.3278790120094203,0.5999999999999999,0.19999999999999996
0.32789583926176874,,
0.32798000143817063,,
0.32801367840720624,,
0.3280305194853193,,
0.3280979010946215,0.4999999999999999,0.0
0.3281990254284463,0.8999999999999998,0.0
0.3287224957818257,,
0.3287901620016243,0.9565217391304349,0.0
0.3288747839612685,,
0.3289425128978821,,
0.3291119573489705,0.8571428571428571,1.1102230246251565e-16
0.3291628247303227,,
0.32917978401852566,0.2569444444444444,0.36831751683822544
0.32919674505438806,,
0.3292137078381802,0.2666666666666666,0.3771236166328253
0.32923067237017234,0.9090909090909091,0.0
0.3292476386506346,,
0.329281576458051,0.8809523809523809,0.03367175148507373
0.3293324962894621,,
0.329434383212105,,
0.3294683595305056,,
0.3296043349161971,,
0.32967236470668543,0.6666666666666666,1.1102230246251565e-16
0.32970639013394387,0.4166666666666666,0.3974122644515489
0.3298595915130138,,
0.3299277267242739,,
0.3300299823346022,,
0.330047031099058,,
0.3300981879625711,,
0.3301152437747011,0.7777777777777778,0.0
0.33014936068703826,,
0.33016642178779204,0.55,0.4490731195102494
0.33057641786182873,,
0.3310731903832296,,
0.3311075055978215,,
0.3311418279265867,,
0.3312448376200521,0.9333333333333332,0.0
0.33160587678494646,,
0.3317436226188049,,
0.33182977189236335,0.9999999999999998,0.0
0.3319849533912998,,
0.33200220473994824,,
0.3320539695450114,,
0.3320884883837811,,
0.33215754759633814,,
0.3321920879746043,0.0,0.0
0.33220936085771446,0.6666666666666667,0.0
0.33224391201328984,,
0.3323476086150418,0.8999999999999998,0.0
0.33236489767547023,,
0.3323821885347812,0.75,0.0
0.3324686698244036,,
0.3326590871610728,0.75,0.0
0.3327110570231508,,
0.3329017521892228,,
0.33314477150983235,,
0.3332316501338113,,
0.3333533563610333,,
0.3334229426999042,0.8999999999999998,0.0
0.33356220256946667,,
0.33357961823294335,0.8888888888888888,0.0
0.33359703571509836,0.8999999999999998,0.0
0.3337015788162313,0.8888888888888888,0.0
0.3337538749420448,0.8999999999999998,0.0
0.3338236286125484,0.0,0.0
0.33387596300248557,0.8888888888888888,0.0
0.33391086171294887,,
0.3339457677198183,0.8333333333333335,0.0
0.3340156016319304,,
0.3340505295417528,,
0.3341378812831737,,
0.33415535711378475,0.6666666666666667,0.0
0.3341728347725071,,
0.33419031425962775,0.6588854381999831,0.17282933584324198
0.3342252787202115,0.8571428571428569,1.1102230246251565e-16
0.33424276369424866,0.8749999999999998,0.0
0.33426025049783215,,
0.33427773913124914,0.8999999999999996,2.220446049250313e-16
0.3342952295947867,,
0.33431272188873234,0.0,0.0
0.3343302160133733,0.9166666666666667,1.1102230246251565e-16
0.33436520975589096,0.0,0.0
0.3344177141070696,0.75,0.0
0.3344352192219202,,
0.3344527261694793,,
0.33447023495003475,,
0.3344877455638744,0.8749999999999997,1.1102230246251565e-16
0.33455780635783444,0.2962962962962963,0.41902624070313926
0.3345753261424154,0.9230769230769232,0.0
0.3345928477620091,0.9285714285714286,0.0
0.33461037121690396,0.0,0.0
0.3346278965073883,,
0.3347155505037492,,
0.3347857067708847,,
0.334838343274229,,
0.3348734434726959,,
